rank,german,dutch,dutch_alt,dutch_article,pos,lemma_used,match_type,frequency,per_million
2476,rock,rok,rock; jas; colbert,de,Substantiv,,direct,4190,26.83
2477,chicago,Chicago,,,Substantiv,,direct,4189,26.82
2478,ellen,,,,,,none,4189,26.82
2479,crew,bemanning,,de,Substantiv,,direct,4184,26.79
2480,roy,,,,,,none,4181,26.77
2481,türen,deur,,,Substantiv,Tür,lemma,4179,26.76
2482,gewehr,geweer,,,Substantiv,,direct,4179,26.76
2483,elena,Helena,,,Substantiv,,direct,4177,26.75
2484,arbeitete,werken,arbeiden,,Verb,arbeiten,lemma,4174,26.73
2485,spiegel,spiegel,,de,Substantiv,,direct,4172,26.71
2486,hauen,slaan,,,Verb,,direct,4171,26.71
2487,geraten,lukken,,,Verb,,direct,4168,26.69
2488,dritten,derde,,,Substantiv,dritter,lemma,4167,26.68
2489,ross,paard,,de,Substantiv,,direct,4166,26.68
2490,julie,,,,,,none,4163,26.66
2491,wetter,weer,,de,Substantiv,,direct,4160,26.64
2492,schwul,homo,,,Adjektiv,,direct,4159,26.63
2493,regel,regel,,de,Substantiv,,direct,4158,26.62
2494,befindet,zich bevinden,,,Verb,befinden,lemma,4156,26.61
2495,einheit,eenheid,,de,Substantiv,,direct,4151,26.58
2496,german,germaan,,,Substantiv,,direct,4151,26.58
2497,armer,arm,,de,Substantiv,arm,lemma,4149,26.57
2498,gucken,kijken,,,Verb,,direct,4149,26.57
2499,anstatt,in plaats van,,,Präposition,,direct,4149,26.57
2500,champagner,champagne,,,Substantiv,,direct,4146,26.55
2501,gründe,stichten,beginnen; oprichten; starten,,Verb,gründen,lemma,4146,26.55
2502,strafe,straf,boete; geldboete; geldstraf,,Substantiv,,direct,4145,26.54
2503,smith,,,,,,none,4144,26.54
2504,öfter,vaker,,,,,direct,4140,26.51
2505,anne,Anna,,,Substantiv,,direct,4140,26.51
2506,zelle,cel,,,Substantiv,,direct,4139,26.50
2507,langen,vangen,,,Verb,,direct,4136,26.48
2508,altes,oud,,,Adjektiv,alt,lemma,4133,26.46
2509,ruiniert,,,,,,none,4133,26.46
2510,jonathan,,,,,,none,4132,26.46
2511,kleidung,kleding,kleren,de,Substantiv,,direct,4131,26.45
2512,gras,gras,,het,Substantiv,,direct,4130,26.45
2513,kenn,,,,,,none,4130,26.45
2514,agenten,agent,,,Substantiv,Agent,lemma,4126,26.42
2515,herausgefunden,doorhebben,,,Verb,herausfinden,lemma,4126,26.42
2516,annie,,,,,,none,4126,26.42
2517,rechten,ruziemaken,,,Verb,,direct,4125,26.41
2518,brot,brood,,het,Substantiv,,direct,4124,26.41
2519,berlin,Berlijn,,het,Substantiv,,direct,4123,26.40
2520,erfreut,verrukt,,,Adjektiv,,direct,4122,26.39
2521,lügt,liegen,,,Verb,lügen,lemma,4122,26.39
2522,nehm,nemen,pakken; benemen; gebruiken,,Verb,nehmen,lemma,4120,26.38
2523,harte,stug,hard,,Adjektiv,hart,lemma,4119,26.38
2524,staaten,staat,,de,Substantiv,Staat,lemma,4114,26.34
2525,station,station,,,Substantiv,,direct,4113,26.34
2526,gaben,geven,zijn; verstrekken; bestaan,,Verb,geben,lemma,4110,26.32
2527,hinterher,achterna,,,Adverb,,direct,4110,26.32
2528,verpassen,missen,,,Verb,,direct,4105,26.29
2529,geholt,halen,,,Verb,holen,lemma,4105,26.29
2530,jesse,,,,,,none,4103,26.27
2531,hemd,overhemd,hemd; shirt,,Substantiv,,direct,4099,26.25
2532,trinke,drinken,,,Verb,trinken,lemma,4096,26.23
2533,klären,klaren,,,Verb,,direct,4096,26.23
2534,praktisch,praktisch,handig; praktizerend,,Adjektiv,,direct,4095,26.22
2535,theorie,theorie,,de,Substantiv,,direct,4094,26.22
2536,zunge,tong,,,Substantiv,,direct,4093,26.21
2537,notfall,noodgeval,,,Substantiv,,direct,4092,26.20
2538,besseren,goed,,,Adjektiv,gut,lemma,4092,26.20
2539,winter,winter,,de,Substantiv,,direct,4091,26.20
2540,versuchst,proberen,,,Verb,versuchen,lemma,4089,26.18
2541,dahinter,achter,,,Lokaladverb,,direct,4083,26.14
2542,schwere,zwaarheid,,de,Substantiv,,direct,4082,26.14
2543,feuern,afgaan,,,Verb,,direct,4082,26.14
2544,lucy,,,,,,none,4076,26.10
2545,schießt,schieten,,,Verb,schießen,lemma,4076,26.10
2546,anführer,voorman,,,Substantiv,,direct,4075,26.09
2547,schief,scheef,schuin,,Adjektiv,,direct,4075,26.09
2548,blau,blauw,,,Adjektiv,,direct,4067,26.04
2549,bestens,compleet,,,Adverb,,direct,4065,26.03
2550,wartest,wachten,onderhouden; verzorgen,,Verb,warten,lemma,4065,26.03
2551,gehts,,,,,,none,4057,25.98
2552,morgan,,,,,,none,4057,25.98
2553,unrecht,onrecht,,,Substantiv,,direct,4053,25.95
2554,leck,lek,,,Substantiv,,direct,4052,25.95
2555,wonach,aldus,,,Adverb,,direct,4052,25.95
2556,entwickelt,,,,,,none,4052,25.95
2557,bedeutung,betekenis,belang,de,Substantiv,,direct,4047,25.91
2558,strom,stroom,,de,Substantiv,,direct,4034,25.83
2559,krebs,kanker,kreeft; Kreeft,de,Substantiv,,direct,4033,25.82
2560,gemein,gemeen,,,Adjektiv,,direct,4029,25.80
2561,wessen,wiens,,,Pronomen,,direct,4029,25.80
2562,minister,minister,,de,Substantiv,,direct,4024,25.77
2563,lhnen,,,,,,none,4021,25.75
2564,quelle,bron,wel,,Substantiv,,direct,4019,25.73
2565,zahl,getal,aantal,,Substantiv,,direct,4019,25.73
2566,schiffe,in overvloed aanwezig zijn,,,Verb,schiffen,lemma,4018,25.73
2567,schüsse,inslag,schot,de,Substantiv,Schuss,lemma,4017,25.72
2568,bricht,breken,braken; overgeven; verbreken,,Verb,brechen,lemma,4013,25.70
2569,talent,talent,,,Substantiv,,direct,4012,25.69
2570,spitze,kant,punt; top; spits,de,Substantiv,,direct,4009,25.67
2571,fernseher,televisiekijker,,,Substantiv,,direct,4008,25.66
2572,treiben,stuwen,,,Verb,,direct,4006,25.65
2573,ausgezeichnet,schitterend,,,Adjektiv,,direct,4006,25.65
2574,tatort,plaats delict,plaats van het misdrijf,,Substantiv,,direct,4002,25.63
2575,möglichkeiten,mogelijkheid,,de,Substantiv,Möglichkeit,lemma,4001,25.62
2576,trinkt,drinken,,,Verb,trinken,lemma,3999,25.61
2577,esse,smeltoven,,,Substantiv,,direct,3986,25.52
2578,cop,,,,,,none,3985,25.52
2579,details,detail,,,Substantiv,Detail,lemma,3984,25.51
2580,täter,dader,,,Substantiv,,direct,3984,25.51
2581,wahren,bewaren,behouden,,Verb,,direct,3979,25.48
2582,dieb,dief,dievegge,de,Substantiv,,direct,3979,25.48
2583,offiziell,officieel,,,Adjektiv,,direct,3977,25.47
2584,dienen,dienen,,,Verb,,direct,3976,25.46
2585,westen,westen,west,,Substantiv,,direct,3975,25.45
2586,entscheidungen,besluit,arbitrage; beslissing,,Substantiv,Entscheidung,lemma,3975,25.45
2587,dauernd,aanhoudend,,,Adjektiv,,direct,3971,25.43
2588,geschmack,smaak,,de,Substantiv,,direct,3971,25.43
2589,gegenseitig,wederzijds,over en weer,,Adjektiv,,direct,3971,25.43
2590,gewählt,kiezen,verkiezen,,Verb,wählen,lemma,3961,25.36
2591,charlotte,Charlotte,,,Substantiv,,direct,3960,25.36
2592,pech,pek,pech; tegenslag,,Substantiv,,direct,3957,25.34
2593,verteidigen,verdedigen,,,Verb,,direct,3956,25.33
2594,schauspieler,acteur,,de,Substantiv,,direct,3955,25.33
2595,personen,persoon,,de,Substantiv,Person,lemma,3954,25.32
2596,überlassen,overlaten,,,Verb,,direct,3952,25.31
2597,publikum,publiek,,,Substantiv,,direct,3951,25.30
2598,trägst,dragen,,,Verb,tragen,lemma,3947,25.27
2599,wechseln,vervangen,,,Verb,,direct,3945,25.26
2600,begegnet,,,,,,none,3944,25.25
2601,betrogen,bedriegen,frauderen; bedotten; besjoemelen,,Verb,betrügen,lemma,3943,25.25
2602,besucht,,,,,,none,3941,25.24
2603,vertrau,vertrouwen,,,Substantiv,vertrauen,lemma,3938,25.22
2604,europa,Europa,,het,Substantiv,,direct,3937,25.21
2605,carrie,,,,,,none,3936,25.20
2606,patrick,Patrick,,,Substantiv,,direct,3936,25.20
2607,deutschland,Duitsland,,het,Substantiv,,direct,3935,25.20
2608,süßer,schatje,,,,,direct,3933,25.18
2609,loswerden,afkomen van,,,Verb,,direct,3929,25.16
2610,melde,melde,,,Substantiv,,direct,3928,25.15
2611,maggie,,,,,,none,3926,25.14
2612,bestätigt,,,,,,none,3925,25.13
2613,gas,gas,gaspedaal,het,Substantiv,,direct,3921,25.11
2614,sturm,storm,onweer,de,Substantiv,,direct,3919,25.09
2615,setze,zetten,zitten; neerzitten,,Verb,setzen,lemma,3918,25.09
2616,briefe,brief,,de,Substantiv,Brief,lemma,3917,25.08
2617,null,nul,,,Numerale,,direct,3912,25.05
2618,penny,penny,,,Substantiv,,direct,3912,25.05
2619,schlafe,slapen,overnachten,,Verb,schlafen,lemma,3910,25.04
2620,wirken,werken,,,Verb,,direct,3908,25.02
2621,geführt,,,,,,none,3906,25.01
2622,starten,starten,,,Verb,,direct,3904,25.00
2623,götter,God,god,de,Substantiv,Gott,lemma,3904,25.00
2624,festhalten,vasthouden,vaststellen; arresteren; bijhouden,,Verb,,direct,3899,24.97
2625,geheim,geheim,,,Adjektiv,,direct,3899,24.97
2626,übergeben,overhandigen,,,Verb,,direct,3897,24.95
2627,cia,,,,,,none,3896,24.95
2628,abteilung,afdeling,,de,Substantiv,,direct,3896,24.95
2629,papier,papier,document,,Substantiv,,direct,3894,24.93
2630,wetten,wedden,gokken,,Verb,,direct,3894,24.93
2631,gefolgt,,,,,,none,3889,24.90
2632,verschiedene,verschillend,ongelijk; anders,,Adjektiv,verschieden,lemma,3887,24.89
2633,gleichzeitig,gelijktijdig,,,Adjektiv,,direct,3886,24.88
2634,genie,genie,,,Substantiv,,direct,3884,24.87
2635,hungrig,hongerig,,,Adjektiv,,direct,3881,24.85
2636,inspektor,inspecteur,,de,Substantiv,,direct,3879,24.84
2637,zwingen,dwingen,afdwingen,,Verb,,direct,3879,24.84
2638,atmet,ademen,ademhalen,,Verb,atmen,lemma,3878,24.83
2639,kuh,koe,,de,Substantiv,,direct,3877,24.83
2640,unterstützen,steunen,,,Verb,,direct,3877,24.83
2641,geworfen,werpen,,,Verb,werfen,lemma,3876,24.82
2642,verlor,verliezen,,,Verb,verlieren,lemma,3875,24.81
2643,süden,zuiden,zuid,,Substantiv,,direct,3873,24.80
2644,pater,vader,,de,Substantiv,,direct,3872,24.79
2645,menschheit,mensheid,mensdom,de,Substantiv,,direct,3870,24.78
2646,versteck,schuilplaats,,,Substantiv,,direct,3867,24.76
2647,tötete,doden,,,Verb,töten,lemma,3866,24.76
2648,fähigkeiten,bekwaamheid,competentie,de,Substantiv,Fähigkeit,lemma,3864,24.74
2649,beruhigt,,,,,,none,3863,24.74
2650,rechtzeitig,doelmatig,,,Adjektiv,,direct,3863,24.74
2651,streng,strikt,,,Adjektiv,,direct,3860,24.72
2652,sendung,uitzending,,de,Substantiv,,direct,3857,24.70
2653,gelebt,leven,,,Substantiv,leben,lemma,3854,24.68
2654,treppe,trap,,de,Substantiv,,direct,3853,24.67
2655,kim,,,,,,none,3851,24.66
2656,richtiger,correct,juist,,Adjektiv,richtig,lemma,3850,24.65
2657,aufnehmen,opnemen,,,Verb,,direct,3849,24.65
2658,wolf,wolf,vleesmolen,de,Substantiv,,direct,3848,24.64
2659,pa,picoampère,,,Substantiv,,direct,3847,24.63
2660,öffnet,openen,,,Verb,öffnen,lemma,3847,24.63
2661,dämon,demon,demoon,,Substantiv,,direct,3846,24.63
2662,wut,razernij,,,Substantiv,,direct,3846,24.63
2663,schlange,slang,rij; serpent,,Substantiv,,direct,3841,24.60
2664,medikamente,medicatie,,de,Substantiv,Medikament,lemma,3837,24.57
2665,geschenkt,schenken,geven,,Verb,schenken,lemma,3836,24.56
2666,nenn,,,,,,none,3833,24.54
2667,gelegt,leggen,plaatsen,,Verb,legen,lemma,3829,24.52
2668,anfassen,aanraken,,,Verb,,direct,3829,24.52
2669,pizza,pizza,,de,Substantiv,,direct,3829,24.52
2670,schlechtes,slecht,kwaad; zwak; rotten,,Adjektiv,schlecht,lemma,3828,24.51
2671,hütte,hut,krot,,Substantiv,,direct,3825,24.49
2672,mantel,jas,mantel,de,Substantiv,,direct,3823,24.48
2673,behauptet,,,,,,none,3822,24.47
2674,kilometer,kilometer,,de,Substantiv,,direct,3822,24.47
2675,beeilung,,,,,,none,3818,24.45
2676,angeblich,vermeend,,,Adjektiv,,direct,3816,24.43
2677,reiten,rijden,paardrijden,,Verb,,direct,3811,24.40
2678,helen,,,,,,none,3808,24.38
2679,mittag,middag,noen,de,Substantiv,,direct,3808,24.38
2680,gewarnt,waarschuwen,,,Verb,warnen,lemma,3805,24.36
2681,wohne,wonen,,,Verb,wohnen,lemma,3803,24.35
2682,las,lezen,oppikken,,Verb,lesen,lemma,3801,24.34
2683,dunkelheit,duisternis,,,Substantiv,,direct,3799,24.33
2684,spazieren,kuieren,wandelen,,Verb,,direct,3797,24.31
2685,angel,hengel,,de,Substantiv,,direct,3794,24.29
2686,hiermit,bij dezen,hierme,,Adverb,,direct,3792,24.28
2687,schließt,sluiten,,,Verb,schließen,lemma,3790,24.27
2688,phoebe,,,,,,none,3788,24.26
2689,vieles,veel,,,Adjektiv,viel,lemma,3785,24.24
2690,erfüllt,,,,,,none,3784,24.23
2691,tausend,duizend,,,Numerale,,direct,3783,24.22
2692,sack,zak,,de,Substantiv,,direct,3782,24.22
2693,eindeutig,ondubbelzinnig,eenduidig,,Adjektiv,,direct,3778,24.19
2694,unterhaltung,amusement,,,Substantiv,,direct,3777,24.19
2695,gründen,stichten,beginnen; oprichten; starten,,Verb,,direct,3776,24.18
2696,km,,,,,,none,3775,24.17
2697,zugeben,toegeven,,,Verb,,direct,3771,24.15
2698,mittel,middel,gemiddelde,,Substantiv,,direct,3770,24.14
2699,explosion,explosie,ontploffing,,Substantiv,,direct,3770,24.14
2700,gefangenen,,,,,,none,3766,24.11
2701,taylor,,,,,,none,3765,24.11
2702,frische,frisheid,groenheid,,Substantiv,,direct,3763,24.10
2703,verdächtigen,verdenken,,,Verb,,direct,3763,24.10
2704,neugierig,nieuwsgierig,,,Adjektiv,,direct,3761,24.08
2705,leitung,aansluiting,,de,Substantiv,,direct,3758,24.06
2706,kennenlernen,kennismaken,,,Verb,,direct,3754,24.04
2707,fliege,vlieg,vlinderdas; vlinderstrik,,Substantiv,,direct,3752,24.03
2708,lebte,leven,,,Substantiv,leben,lemma,3752,24.03
2709,menschliche,menselijk,,,Adjektiv,menschlich,lemma,3750,24.01
2710,anderem,ander,,,,ander,lemma,3749,24.01
2711,auseinander,apart,,,Adverb,,direct,3748,24.00
2712,fressen,vreten,,,Substantiv,,direct,3738,23.94
2713,beides,beide,,,,,direct,3737,23.93
2714,ficken,neuken,,,Verb,,direct,3736,23.92
2715,stoff,stof,,,Substantiv,,direct,3736,23.92
2716,spüre,aanvoelen,,,Verb,spüren,lemma,3731,23.89
2717,eilig,haastig,,,Adjektiv,,direct,3729,23.88
2718,stammt,afkomstig,,,Verb,stammen,lemma,3728,23.87
2719,vorgestellt,introduceren,voorstellen,,Verb,vorstellen,lemma,3727,23.87
2720,linda,,,,,,none,3726,23.86
2721,welch,,,,,,none,3725,23.85
2722,wichtiges,belangrijk,,,Adjektiv,wichtig,lemma,3722,23.83
2723,no,,,,,,none,3720,23.82
2724,gehörte,,,,,,none,3718,23.81
2725,mhm,,,,,,none,3717,23.80
2726,glaubte,geloven,,,Verb,glauben,lemma,3713,23.78
2727,oberst,kolonel,,,Substantiv,,direct,3712,23.77
2728,schrank,kast,,,Substantiv,,direct,3711,23.76
2729,fremde,buitenstaander,,de,Substantiv,,direct,3708,23.74
2730,gnade,genade,,,Substantiv,,direct,3705,23.72
2731,chloe,,,,,,none,3702,23.71
2732,yo,,,,,,none,3700,23.69
2733,entspannen,ontspannen,,,Verb,,direct,3697,23.67
2734,virus,virus,,,Substantiv,,direct,3693,23.65
2735,schläfst,slapen,overnachten,,Verb,schlafen,lemma,3690,23.63
2736,einladung,uitnodiging,,de,Substantiv,,direct,3687,23.61
2737,krieger,krijger,,,Substantiv,,direct,3674,23.53
2738,vernünftig,verstandig,,,Adjektiv,,direct,3673,23.52
2739,fein,uitstekend,,,Adjektiv,,direct,3672,23.51
2740,greifen,grijpen,,,Verb,,direct,3670,23.50
2741,whoa,,,,,,none,3670,23.50
2742,kyle,,,,,,none,3669,23.49
2743,schickte,sturen,,,Verb,schicken,lemma,3669,23.49
2744,per,per,,,Präposition,,direct,3668,23.49
2745,mitglied,lid,,,Substantiv,,direct,3667,23.48
2746,einziger,,,,,,none,3663,23.46
2747,umzubringen,doden,,,Verb,umbringen,lemma,3663,23.46
2748,zurückkehren,terugkomen,,,Verb,,direct,3663,23.46
2749,feld,veld,,,Substantiv,,direct,3661,23.44
2750,mexiko,Mexico,,,Substantiv,,direct,3660,23.44
2751,erschaffen,creëren,,,Verb,,direct,3658,23.42
2752,information,informatie,,de,Substantiv,,direct,3657,23.42
2753,hergekommen,klaarkomen,,,Verb,herkommen,lemma,3657,23.42
2754,beweg,bewegen,verplaatsen,,Verb,bewegen,lemma,3657,23.42
2755,stärke,zetmeel,kracht,het,Substantiv,,direct,3654,23.40
2756,vermögen,fortuin,,,Substantiv,,direct,3652,23.38
2757,verbracht,misdaad,misdrijf,,Substantiv,verbrechen,lemma,3652,23.38
2758,gewisse,natuurlijk,uiteraard; vanzelfsprekend,,Adjektiv,gewiss,lemma,3650,23.37
2759,waschen,wassen,,,Verb,,direct,3648,23.36
2760,howard,,,,,,none,3642,23.32
2761,staat,staat,,de,Substantiv,,direct,3642,23.32
2762,geister,,,,,,none,3641,23.31
2763,behaupten,beweren,,,Verb,,direct,3640,23.31
2764,schrei,schreeuw,kreet,,Substantiv,,direct,3636,23.28
2765,würdet,worden,zullen; gaan,,Verb,werden,lemma,3635,23.28
2766,vögel,batsen,,,Verb,vögeln,lemma,3634,23.27
2767,warnen,waarschuwen,,,Verb,,direct,3633,23.26
2768,albert,Elbert,Albert,,Substantiv,,direct,3632,23.26
2769,chancen,kans,gelegenheid,,Substantiv,Chance,lemma,3630,23.24
2770,treibt,stuwen,,,Verb,treiben,lemma,3629,23.24
2771,nannte,noemen,aanwijzen,,Verb,nennen,lemma,3628,23.23
2772,vermute,vermoeden,,,Verb,vermuten,lemma,3627,23.22
2773,mitternacht,middernacht,,de,Substantiv,,direct,3627,23.22
2774,jones,,,,,,none,3624,23.21
2775,freundinnen,vriendin,,de,Substantiv,Freundin,lemma,3622,23.19
2776,lecker,lekker,delicaat,,Adjektiv,,direct,3616,23.15
2777,klinik,kliniek,,,Substantiv,,direct,3615,23.15
2778,dicht,dicht,,,Adjektiv,,direct,3605,23.08
2779,befinden,zich bevinden,,,Verb,,direct,3597,23.03
2780,ließen,,,,,,none,3596,23.03
2781,bürger,burger,,de,Substantiv,,direct,3593,23.01
2782,verursacht,,,,,,none,3593,23.01
2783,hammer,hamer,,de,Substantiv,,direct,3590,22.99
2784,klang,geluid,,,Substantiv,,direct,3589,22.98
2785,internet,internet,,,Substantiv,,direct,3586,22.96
2786,aufregend,,,,,,none,3583,22.94
2787,grenzen,grenzen aan,,,Verb,,direct,3581,22.93
2788,politik,politiek,beleid,de,Substantiv,,direct,3580,22.92
2789,superman,superman,,,Substantiv,,direct,3577,22.90
2790,zurecht,,,,,,none,3574,22.89
2791,besitz,bezit,,,Substantiv,,direct,3573,22.88
2792,cops,,,,,,none,3570,22.86
2793,eingesperrt,aanhouden,,,Verb,einsperren,lemma,3567,22.84
2794,irren,vergissen,,,Verb,,direct,3566,22.83
2795,kommando,commando,bevel,,Substantiv,,direct,3566,22.83
2796,schlug,verslaan,slaan; kloppen; vechten,,Verb,schlagen,lemma,3566,22.83
2797,krankenwagen,ambulance,,,Substantiv,,direct,3562,22.81
2798,love,,,,,,none,3562,22.81
2799,öffne,openen,,,Verb,öffnen,lemma,3561,22.80
2800,karen,keteldal,cirque; kaar,,Substantiv,Kar,lemma,3561,22.80
2801,richten,richten,,,Verb,,direct,3561,22.80
2802,mademoiselle,juffrouw,,,Substantiv,,direct,3560,22.80
2803,erfunden,,,,,,none,3559,22.79
2804,schnee,sneeuw,,,Substantiv,,direct,3557,22.78
2805,fühl,voelen,,,Verb,fühlen,lemma,3549,22.73
2806,behalte,houden,,,Verb,behalten,lemma,3548,22.72
2807,beschützt,,,,,,none,3547,22.71
2808,punkte,richten,,,Verb,punkten,lemma,3546,22.71
2809,entfernen,verwijderen,,,Verb,,direct,3545,22.70
2810,abgehauen,opsodemieteren,,,Verb,abhauen,lemma,3545,22.70
2811,geträumt,dromen,,,Verb,träumen,lemma,3543,22.69
2812,stefan,Stefan,,,Substantiv,,direct,3543,22.69
2813,dämonen,demon,demoon,,Substantiv,Dämon,lemma,3540,22.67
2814,tränen,,,,,,none,3540,22.67
2815,erfolgreich,succesvol,geslaagd; succesrijk; voorspoedig,,Adjektiv,,direct,3537,22.65
2816,volle,vol,,,Adjektiv,voll,lemma,3535,22.64
2817,wilson,,,,,,none,3534,22.63
2818,caroline,,,,,,none,3534,22.63
2819,höher,hoog,omhoog,,Adjektiv,hoch,lemma,3531,22.61
2820,happy,happy,,,Adjektiv,,direct,3529,22.60
2821,brille,bril,,de,Substantiv,,direct,3523,22.56
2822,musstest,,,,,,none,3522,22.55
2823,heimat,plaats van herkomst,,,Substantiv,,direct,3517,22.52
2824,terry,,,,,,none,3517,22.52
2825,liebsten,,,,,,none,3517,22.52
2826,bye,,,,,,none,3517,22.52
2827,leiter,ladder,geleider; bestuurder; leider,de,Substantiv,,direct,3514,22.50
2828,sean,,,,,,none,3513,22.49
2829,kauf,koop,,de,Substantiv,,direct,3512,22.49
2830,spinnst,spinnen,,,Verb,spinnen,lemma,3511,22.48
2831,werk,werk,fabriek; bedrijf; mechanisme,,Substantiv,,direct,3511,22.48
2832,cent,cent,,de,Substantiv,,direct,3507,22.46
2833,schlacht,slag,strijd,de,Substantiv,,direct,3507,22.46
2834,beziehungen,relatie,betrekking; verkering,de,Substantiv,Beziehung,lemma,3507,22.46
2835,abgemacht,oké,,,Adjektiv,,direct,3506,22.45
2836,schreie,schreeuwen,roepen,,Verb,schreien,lemma,3506,22.45
2837,hmm,,,,,,none,3505,22.44
2838,bestätigen,bevestigen,,,Verb,,direct,3503,22.43
2839,erschreckt,,,,,,none,3503,22.43
2840,offizier,officier,,,Substantiv,,direct,3502,22.42
2841,that,,,,,,none,3501,22.42
2842,sara,Sara,,,Substantiv,,direct,3498,22.40
2843,affäre,affaire,,,Substantiv,,direct,3496,22.39
2844,empfangen,ontvangen,,,Verb,,direct,3495,22.38
2845,zweck,doel,,,Substantiv,,direct,3494,22.37
2846,kämpfe,strijden,,,Verb,kämpfen,lemma,3493,22.37
2847,ergeben,voortbrengen,,,Verb,,direct,3491,22.35
2848,china,China,,,Substantiv,,direct,3489,22.34
2849,fange,tikkertje,krijgertje; pakkertje,,Substantiv,fangen,lemma,3487,22.33
2850,häuser,huis,kamer; jongen,het,Substantiv,Haus,lemma,3487,22.33
2851,verliere,verliezen,,,Verb,verlieren,lemma,3487,22.33
2852,gedanke,gedachte,idee,,Substantiv,,direct,3487,22.33
2853,tausende,duizend,,,Numerale,tausend,lemma,3487,22.33
2854,heutzutage,tegenwoordig,,,Adverb,,direct,3486,22.32
2855,gefühlt,,,,,,none,3484,22.31
2856,schnitt,coupe,haarsnit,,Substantiv,,direct,3482,22.30
2857,carlos,,,,,,none,3480,22.28
2858,harold,,,,,,none,3479,22.28
2859,lebend,levend,,,Adjektiv,,direct,3479,22.28
2860,real,reëel,,,Adjektiv,,direct,3478,22.27
2861,holz,hout,,,Substantiv,,direct,3477,22.26
2862,kaiser,keizer,tsaar,de,Substantiv,,direct,3476,22.26
2863,spielte,spelen,meespelen,,Verb,spielen,lemma,3475,22.25
2864,begonnen,,,,,,none,3471,22.23
2865,ziehst,trekken,,,Verb,ziehen,lemma,3471,22.23
2866,gelandet,landen,,,Verb,landen,lemma,3469,22.21
2867,scheidung,echtscheiding,,de,Substantiv,,direct,3468,22.21
2868,bart,baard,,de,Substantiv,,direct,3467,22.20
2869,beschlossen,,,,,,none,3467,22.20
2870,klo,plee,toilet; WC,de,Substantiv,,direct,3465,22.19
2871,riechen,ruiken,,,Verb,,direct,3465,22.19
2872,vergisst,vergeten,,,Verb,vergessen,lemma,3463,22.17
2873,begeistert,enthousiast,,,Adjektiv,,direct,3462,22.17
2874,ei,ei,,het,Substantiv,,direct,3459,22.15
2875,durchs,,,,,,none,3458,22.14
2876,geil,hitsig,,,Adjektiv,,direct,3454,22.12
